,irrigation_scheduling_method_standardized,plant_yield_kg_per_hectare,latitude_decimal_degrees,longitude_decimal_degrees,altitude_numeric,plant_type_standardized_to_10,soil_type_standardized,water_productivity_kg_per_m^3,doi_url,processed_at,relevance_score
2086,Deficit/Partial Irrigation,6713.169,31.5,31.09,0.0,Wheat,clay,1.5,https://acsess.onlinelibrary.wiley.com/doi/book/10.2134/advagricsystmodel2,2025-11-26 02:13:43,9.0
2087,Deficit/Partial Irrigation,3356.5845,31.5,31.09,0.0,Wheat,clay,0.7,https://acsess.onlinelibrary.wiley.com/doi/book/10.2134/advagricsystmodel2,2025-11-26 02:13:43,9.0
2088,Deficit/Partial Irrigation,7892.509499999999,31.5,31.09,0.0,Wheat,clay,2.0,https://acsess.onlinelibrary.wiley.com/doi/book/10.2134/advagricsystmodel2,2025-11-26 02:13:43,9.0
2089,Deficit/Partial Irrigation,6713.169,31.5,31.09,0.0,Wheat,clay,1.8,https://acsess.onlinelibrary.wiley.com/doi/book/10.2134/advagricsystmodel2,2025-11-26 02:13:43,9.0
2090,Deficit/Partial Irrigation,6168.857999999999,31.5,31.09,0.0,Wheat,clay,1.7,https://acsess.onlinelibrary.wiley.com/doi/book/10.2134/advagricsystmodel2,2025-11-26 02:13:43,9.0
2215,Specialized Irrigation Delivery,12981.81735,20.7618122,77.1921157,279.0,Vegetables,clay,8.848677635192871,https://doi.org/10.1007/s40003-016-0238-2,2025-11-26 03:06:05,9.0
2216,Specialized Irrigation Delivery,13834.57125,20.7618122,77.1921157,279.0,Vegetables,clay,8.848677635192871,https://doi.org/10.1007/s40003-016-0238-2,2025-11-26 03:06:05,9.0
2217,Specialized Irrigation Delivery,12882.026999999998,20.7618122,77.1921157,279.0,Vegetables,clay,8.848677635192871,https://doi.org/10.1007/s40003-016-0238-2,2025-11-26 03:06:05,9.0
2218,Evapotranspiration-Based,15422.145,20.7618122,77.1921157,279.0,Vegetables,clay,9.742215156555176,https://doi.org/10.1007/s40003-016-0238-2,2025-11-26 03:06:05,9.0
2219,Evapotranspiration-Based,15512.8635,20.7618122,77.1921157,279.0,Vegetables,clay,9.742215156555176,https://doi.org/10.1007/s40003-016-0238-2,2025-11-26 03:06:05,9.0
2220,Evapotranspiration-Based,12981.81735,20.7618122,77.1921157,279.0,Vegetables,clay,8.848677635192871,https://doi.org/10.1007/s40003-016-0238-2,2025-11-26 03:06:05,9.0
2221,Evapotranspiration-Based,14311.000000000002,20.7618122,77.1921157,279.0,Vegetables,clay,5.02,https://doi.org/10.1007/s40003-016-0238-2,2025-11-26 03:06:05,9.0
2222,Evapotranspiration-Based,11419.0,20.7618122,77.1921157,279.0,Vegetables,clay,5.17,https://doi.org/10.1007/s40003-016-0238-2,2025-11-26 03:06:05,9.0
2223,Evapotranspiration-Based,10307.0,20.7618122,77.1921157,279.0,Vegetables,clay,5.18,https://doi.org/10.1007/s40003-016-0238-2,2025-11-26 03:06:05,9.0
2224,Evapotranspiration-Based,9275.0,20.7618122,77.1921157,279.0,Vegetables,clay,5.36,https://doi.org/10.1007/s40003-016-0238-2,2025-11-26 03:06:05,9.0
2225,Evapotranspiration-Based,7994.0,20.7618122,77.1921157,279.0,Vegetables,sandy loams,5.55,https://doi.org/10.1007/s40003-016-0238-2,2025-11-26 03:06:05,9.0
2226,Evapotranspiration-Based,13722.0,20.7618122,77.1921157,279.0,Vegetables,clay,5.16,https://doi.org/10.1007/s40003-016-0238-2,2025-11-26 03:06:05,9.0
2227,Evapotranspiration-Based,12803.0,20.7618122,77.1921157,279.0,Vegetables,clay,5.79,https://doi.org/10.1007/s40003-016-0238-2,2025-11-26 03:06:05,9.0
2228,Evapotranspiration-Based,12041.0,20.7618122,77.1921157,279.0,Vegetables,clay,6.05,https://doi.org/10.1007/s40003-016-0238-2,2025-11-26 03:06:05,9.0
2229,Evapotranspiration-Based,11137.0,20.7618122,77.1921157,279.0,Vegetables,clay,6.44,https://doi.org/10.1007/s40003-016-0238-2,2025-11-26 03:06:05,9.0
2230,Evapotranspiration-Based,9949.0,20.7618122,77.1921157,279.0,Vegetables,clay,6.91,https://doi.org/10.1007/s40003-016-0238-2,2025-11-26 03:06:05,9.0
2308,Evapotranspiration-Based,11059.0,40.45,-104.64,1428.0,Maize,sandy loams,8.946345329284668,https://doi.org/10.1016/j.agwat.2011.11.005,2025-11-26 03:27:10,9.0
2321,Deficit/Partial Irrigation,3399.0,33.4419,-90.89072222222222,36.0,Fibers_Oilseeds,silt loams,8.594532012939453,https://doi.org/10.5539/jas.v4n12p93,2025-11-26 04:14:54,8.0
2322,Conventional/Fixed Scheduling,2975.0,33.4419,-90.89072222222222,36.0,Fibers_Oilseeds,silt loams,8.594532012939453,https://doi.org/10.5539/jas.v4n12p93,2025-11-26 04:14:54,8.0
2337,Deficit/Partial Irrigation,1193.0,40.4425,-104.6367,1427.0,Maize,sandy loams,9.08986759185791,https://doi.org/10.1016/0378-4290(92)90044-A,2025-11-26 04:39:52,9.0
2338,Deficit/Partial Irrigation,551.0,40.4425,-104.6367,1427.0,Maize,sandy loams,9.08986759185791,https://doi.org/10.1016/0378-4290(92)90044-A,2025-11-26 04:39:52,9.0
2339,Deficit/Partial Irrigation,1148.0,40.4425,-104.6367,1427.0,Maize,sandy loams,9.08986759185791,https://doi.org/10.1016/0378-4290(92)90044-A,2025-11-26 04:39:52,9.0
2346,Evapotranspiration-Based,13000.0,40.447222,-104.636111,1425.0,Maize,fine sands,2.0,https://doi.org/10.1007/s00271-017-0540-1,2025-11-26 04:43:49,9.0
2347,Evapotranspiration-Based,12940.0,40.447222,-104.636111,1425.0,Maize,fine sands,2.0,https://doi.org/10.1007/s00271-017-0540-1,2025-11-26 04:43:49,9.0
2348,Evapotranspiration-Based,12600.0,40.447222,-104.636111,1425.0,Maize,fine sands,2.0,https://doi.org/10.1007/s00271-017-0540-1,2025-11-26 04:43:49,9.0
2349,Evapotranspiration-Based,11350.0,40.447222,-104.636111,1425.0,Maize,fine sands,2.0,https://doi.org/10.1007/s00271-017-0540-1,2025-11-26 04:43:49,9.0
2350,Evapotranspiration-Based,9010.0,40.447222,-104.636111,1425.0,Maize,fine sands,2.0,https://doi.org/10.1007/s00271-017-0540-1,2025-11-26 04:43:49,9.0
2351,Evapotranspiration-Based,8820.0,40.447222,-104.636111,1425.0,Maize,fine sands,2.0,https://doi.org/10.1007/s00271-017-0540-1,2025-11-26 04:43:49,9.0
2355,Deficit/Partial Irrigation,14868.76215,-29.616666666666667,30.383333333333333,750.0,Roots_Tubers,sandy clay loams,9.438875198364258,https://doi.org/10.2134/agronj14.0287,2025-11-26 05:05:44,8.0
2356,Evapotranspiration-Based,13689.421649999998,-29.616666666666667,30.383333333333333,750.0,Roots_Tubers,sandy clay loams,9.415669441223145,https://doi.org/10.2134/agronj14.0287,2025-11-26 05:05:44,8.0
2357,Deficit/Partial Irrigation,6041.8521,-25.6,28.35,1168.0,Roots_Tubers,sandy clay loams,8.594532012939453,https://doi.org/10.2134/agronj14.0287,2025-11-26 05:05:44,8.0
2358,Deficit/Partial Irrigation,9053.7063,-25.6,28.35,1168.0,Roots_Tubers,sandy clay loams,8.84350872039795,https://doi.org/10.2134/agronj14.0287,2025-11-26 05:05:44,8.0
2359,Evapotranspiration-Based,8509.3953,-25.6,28.35,1168.0,Roots_Tubers,sandy clay loams,8.84350872039795,https://doi.org/10.2134/agronj14.0287,2025-11-26 05:05:44,8.0
2360,Evapotranspiration-Based,26253.9339,35.9191,10.5632,19.0,Roots_Tubers,sandy loams,11.2,https://doi.org/10.13128/ijam-650,2025-11-26 06:04:14,8.0
2361,Deficit/Partial Irrigation,16728.4914,35.9191,10.5632,19.0,Roots_Tubers,sandy loams,13.96,https://doi.org/10.13128/ijam-650,2025-11-26 06:04:14,8.0
2546,Specialized Irrigation Delivery,12300.0,35.27652,-101.658,1114.0,Maize,silty clay loams,10.008974075317385,https://doi.org/10.1016/j.agsy.2003.11.006,2025-11-26 06:47:03,8.0
2547,Soil Moisture-Based,1535.0,31.17452,-84.191818,57.0,Fibers_Oilseeds,loamy sands,0.429,https://doi.org/10.1016/j.agwat.2003.12.002,2025-11-26 06:48:23,9.0
2548,Soil Moisture-Based,1362.0,31.17452,-84.191818,57.0,Fibers_Oilseeds,loamy sands,0.217,https://doi.org/10.1016/j.agwat.2003.12.002,2025-11-26 06:48:23,9.0
2549,Plant or Climate-Based,1495.0,31.17452,-84.191818,57.0,Fibers_Oilseeds,loamy sands,0.352,https://doi.org/10.1016/j.agwat.2003.12.002,2025-11-26 06:48:23,9.0
2550,Evapotranspiration-Based,1340.0,31.17452,-84.191818,57.0,Fibers_Oilseeds,loamy sands,0.145,https://doi.org/10.1016/j.agwat.2003.12.002,2025-11-26 06:48:23,9.0
2551,Conventional/Fixed Scheduling,936.0,31.17452,-84.191818,57.0,Fibers_Oilseeds,loamy sands,8.594532012939453,https://doi.org/10.1016/j.agwat.2003.12.002,2025-11-26 06:48:23,9.0
2552,Soil Moisture-Based,1335.0,31.17452,-84.191818,57.0,Fibers_Oilseeds,loamy sands,0.134,https://doi.org/10.1016/j.agwat.2003.12.002,2025-11-26 06:48:23,9.0
2553,Soil Moisture-Based,1342.0,31.17452,-84.191818,57.0,Fibers_Oilseeds,loamy sands,0.089,https://doi.org/10.1016/j.agwat.2003.12.002,2025-11-26 06:48:23,9.0
2554,Plant or Climate-Based,1305.0,31.17452,-84.191818,57.0,Fibers_Oilseeds,loamy sands,0.0849999999999999,https://doi.org/10.1016/j.agwat.2003.12.002,2025-11-26 06:48:23,9.0
2555,Evapotranspiration-Based,1319.0,31.17452,-84.191818,57.0,Fibers_Oilseeds,loamy sands,0.0349999999999999,https://doi.org/10.1016/j.agwat.2003.12.002,2025-11-26 06:48:23,9.0
2556,Conventional/Fixed Scheduling,1215.0,31.17452,-84.191818,57.0,Fibers_Oilseeds,loamy sands,8.594532012939453,https://doi.org/10.1016/j.agwat.2003.12.002,2025-11-26 06:48:23,9.0
2557,Soil Moisture-Based,1408.0,31.17452,-84.191818,57.0,Fibers_Oilseeds,loamy sands,8.594532012939453,https://doi.org/10.1016/j.agwat.2003.12.002,2025-11-26 06:48:23,9.0
2558,Soil Moisture-Based,1232.0,31.17452,-84.191818,57.0,Fibers_Oilseeds,loamy sands,8.594532012939453,https://doi.org/10.1016/j.agwat.2003.12.002,2025-11-26 06:48:23,9.0
2559,Plant or Climate-Based,1346.0,31.17452,-84.191818,57.0,Fibers_Oilseeds,loamy sands,8.594532012939453,https://doi.org/10.1016/j.agwat.2003.12.002,2025-11-26 06:48:23,9.0
2560,Evapotranspiration-Based,1366.0,31.17452,-84.191818,57.0,Fibers_Oilseeds,loamy sands,8.594532012939453,https://doi.org/10.1016/j.agwat.2003.12.002,2025-11-26 06:48:23,9.0
2561,Conventional/Fixed Scheduling,1604.0,31.17452,-84.191818,57.0,Fibers_Oilseeds,loamy sands,8.594532012939453,https://doi.org/10.1016/j.agwat.2003.12.002,2025-11-26 06:48:23,9.0
2598,Plant or Climate-Based,2730.62685,31.25,73.06,184.4,Wheat,sandy clay loams,8.594532012939453,https://doi.org/10.4236/ajps.2013.47175,2025-11-26 06:56:17,8.0
2599,Plant or Climate-Based,3202.3630499999995,31.25,73.06,184.4,Wheat,sandy clay loams,8.594532012939453,https://doi.org/10.4236/ajps.2013.47175,2025-11-26 06:56:17,8.0
2600,Plant or Climate-Based,3274.93785,31.25,73.06,184.4,Wheat,sandy clay loams,8.594532012939453,https://doi.org/10.4236/ajps.2013.47175,2025-11-26 06:56:17,8.0
2601,Plant or Climate-Based,3837.39255,31.25,73.06,184.4,Wheat,sandy clay loams,8.594532012939453,https://doi.org/10.4236/ajps.2013.47175,2025-11-26 06:56:17,8.0
2722,Deficit/Partial Irrigation,27083.3,11.583333333333334,39.63333333333333,1557.0,Vegetables,clay,9.4,http://doi.org/10.1016/j.agwat.2009.04.009,2025-11-26 07:58:36,8.0
2723,Deficit/Partial Irrigation,21471.0,11.583333333333334,39.63333333333333,1557.0,Vegetables,clay,11.0,http://doi.org/10.1016/j.agwat.2009.04.009,2025-11-26 07:58:36,8.0
2724,Deficit/Partial Irrigation,4454.27835,25.0,89.0,37.0,Maize,coarse sands,8.594532012939453,http://doi.org/10.1016/j.fcr.2004.09.015,2025-11-26 08:16:59,9.0
2725,Deficit/Partial Irrigation,4626.643499999999,25.0,89.0,37.0,Maize,coarse sands,8.594532012939453,http://doi.org/10.1016/j.fcr.2004.09.015,2025-11-26 08:16:59,9.0
2726,Deficit/Partial Irrigation,4590.356099999999,25.0,89.0,37.0,Maize,coarse sands,8.594532012939453,http://doi.org/10.1016/j.fcr.2004.09.015,2025-11-26 08:16:59,9.0
2727,Deficit/Partial Irrigation,4916.9427,25.0,89.0,37.0,Maize,coarse sands,8.594532012939453,http://doi.org/10.1016/j.fcr.2004.09.015,2025-11-26 08:16:59,9.0
2728,Conventional/Fixed Scheduling,5098.3797,25.0,89.0,37.0,Maize,coarse sands,8.594532012939453,http://doi.org/10.1016/j.fcr.2004.09.015,2025-11-26 08:16:59,9.0
2729,Deficit/Partial Irrigation,79832.28,29.016666666666666,-99.08333333333331,283.0,Vegetables,silty clay,10.740839958190918,http://dx.doi.org/10.17221/208/2013-HORTSCI,2025-11-26 08:57:53,8.0
2730,Deficit/Partial Irrigation,80739.465,29.016666666666666,-99.08333333333331,283.0,Vegetables,silty clay,10.740839958190918,http://dx.doi.org/10.17221/208/2013-HORTSCI,2025-11-26 08:57:53,8.0
2731,Evapotranspiration-Based,97068.795,29.016666666666666,-99.08333333333331,283.0,Vegetables,silty clay,10.740839958190918,http://dx.doi.org/10.17221/208/2013-HORTSCI,2025-11-26 08:57:53,8.0
2732,Deficit/Partial Irrigation,67131.69,29.016666666666666,-99.08333333333331,283.0,Vegetables,silty clay,10.740839958190918,http://dx.doi.org/10.17221/208/2013-HORTSCI,2025-11-26 08:57:53,8.0
2733,Evapotranspiration-Based,72574.79999999999,29.016666666666666,-99.08333333333331,283.0,Vegetables,silty clay,10.740839958190918,http://dx.doi.org/10.17221/208/2013-HORTSCI,2025-11-26 08:57:53,8.0
2747,Plant or Climate-Based,723.389319,5.10535,-1.2466,18.0,Vegetables,sandy clay loams,131.20000000000002,https://doi.org/10.1016/j.agwat.2006.10.017,2025-11-26 09:40:55,9.0
2748,Plant or Climate-Based,660.9749909999999,5.10535,-1.2466,18.0,Vegetables,sandy clay loams,143.5,https://doi.org/10.1016/j.agwat.2006.10.017,2025-11-26 09:40:55,9.0
2749,Plant or Climate-Based,260.543532,5.10535,-1.2466,18.0,Vegetables,sandy clay loams,51.7,https://doi.org/10.1016/j.agwat.2006.10.017,2025-11-26 09:40:55,9.0
2750,Plant or Climate-Based,795.7826819999999,5.10535,-1.2466,18.0,Vegetables,sandy clay loams,157.9,https://doi.org/10.1016/j.agwat.2006.10.017,2025-11-26 09:40:55,9.0
2751,Plant or Climate-Based,1077463.6245,5.10535,-1.2466,18.0,Vegetables,sandy clay loams,214.0,https://doi.org/10.1016/j.agwat.2006.10.017,2025-11-26 09:40:55,9.0
2752,Plant or Climate-Based,1029654.975,5.10535,-1.2466,18.0,Vegetables,sandy clay loams,10.760971069335938,https://doi.org/10.1016/j.agwat.2006.10.017,2025-11-26 09:40:55,9.0
2753,Plant or Climate-Based,176.901075,5.10535,-1.2466,18.0,Vegetables,sandy clay loams,9.804437637329102,https://doi.org/10.1016/j.agwat.2006.10.017,2025-11-26 09:40:55,9.0
2756,Plant or Climate-Based,4513.4,16.16667,107.83333,1002.0,Legumes_Grains,clay,8.594532012939453,https://doi.org/10.1016/S0308-521X(03)00087-8,2025-11-26 09:53:23,8.0
2757,Specialized Irrigation Delivery,13560.0,33.7,-90.9167,52.0,Maize,silt loams,0.022,https://doi.org/10.1016/S0378-3774(00)00072-X,2025-11-26 11:31:58,8.0
2758,Specialized Irrigation Delivery,14050.0,33.7,-90.9167,52.0,Maize,silt loams,0.018,https://doi.org/10.1016/S0378-3774(00)00072-X,2025-11-26 11:31:58,8.0
2759,Specialized Irrigation Delivery,12790.0,33.7,-90.9167,52.0,Maize,silt loams,0.025,https://doi.org/10.1016/S0378-3774(00)00072-X,2025-11-26 11:31:58,8.0
2760,Specialized Irrigation Delivery,14210.0,33.7,-90.9167,52.0,Maize,silt loams,0.031,https://doi.org/10.1016/S0378-3774(00)00072-X,2025-11-26 11:31:58,8.0
2761,Specialized Irrigation Delivery,11770.0,33.7,-90.9167,52.0,Maize,silt loams,0.015,https://doi.org/10.1016/S0378-3774(00)00072-X,2025-11-26 11:31:58,8.0
2762,Specialized Irrigation Delivery,12380.0,33.7,-90.9167,52.0,Maize,silt loams,0.009,https://doi.org/10.1016/S0378-3774(00)00072-X,2025-11-26 11:31:58,8.0
2763,Conventional/Fixed Scheduling,11150.0,33.7,-90.9167,52.0,Maize,silt loams,8.848677635192871,https://doi.org/10.1016/S0378-3774(00)00072-X,2025-11-26 11:31:58,8.0
2764,Conventional/Fixed Scheduling,11970.0,33.7,-90.9167,52.0,Maize,silt loams,8.848677635192871,https://doi.org/10.1016/S0378-3774(00)00072-X,2025-11-26 11:31:58,8.0
2783,Evapotranspiration-Based,21772.44,-14.225,-42.781389,525.0,Perennials,clay,6.955,http://dx.doi.org/10.1093/jxb/erh249,2025-11-26 11:39:29,9.0
2784,Evapotranspiration-Based,23922.46845,-14.225,-42.781389,525.0,Perennials,clay,7.641,http://dx.doi.org/10.1093/jxb/erh249,2025-11-26 11:39:29,9.0
2785,Deficit/Partial Irrigation,13979.72085,-14.225,-42.781389,525.0,Perennials,clay,5.583,http://dx.doi.org/10.1093/jxb/erh249,2025-11-26 11:39:29,9.0
2786,Deficit/Partial Irrigation,14959.480649999998,-14.225,-42.781389,525.0,Perennials,clay,7.964,http://dx.doi.org/10.1093/jxb/erh249,2025-11-26 11:39:29,9.0
2787,Deficit/Partial Irrigation,15422.145,-14.225,-42.781389,525.0,Perennials,clay,12.317,http://dx.doi.org/10.1093/jxb/erh249,2025-11-26 11:39:29,9.0
2872,Evapotranspiration-Based,10339.0,40.45,-104.64,1428.0,Maize,sandy clay loams,1.46,https://doi.org/10.1016/j.agwat.2012.04.004,2025-11-26 13:34:10,9.0
2873,Deficit/Partial Irrigation,8441.0,40.45,-104.64,1428.0,Maize,sandy clay loams,1.4,https://doi.org/10.1016/j.agwat.2012.04.004,2025-11-26 13:34:10,9.0
2874,Deficit/Partial Irrigation,4817.0,40.45,-104.64,1428.0,Maize,sandy clay loams,1.11,https://doi.org/10.1016/j.agwat.2012.04.004,2025-11-26 13:34:10,9.0
2875,Evapotranspiration-Based,8701.5,40.45,-104.64,1428.0,Maize,sandy clay loams,1.31,https://doi.org/10.1016/j.agwat.2012.04.004,2025-11-26 13:34:10,9.0
2876,Deficit/Partial Irrigation,7392.22,40.45,-104.64,1428.0,Maize,sandy clay loams,1.28,https://doi.org/10.1016/j.agwat.2012.04.004,2025-11-26 13:34:10,9.0
2877,Deficit/Partial Irrigation,4263.52,40.45,-104.64,1428.0,Maize,sandy clay loams,1.15,https://doi.org/10.1016/j.agwat.2012.04.004,2025-11-26 13:34:10,9.0
2878,Evapotranspiration-Based,7819.2,40.45,-104.64,1428.0,Maize,sandy clay loams,1.22,https://doi.org/10.1016/j.agwat.2012.04.004,2025-11-26 13:34:10,9.0
2879,Deficit/Partial Irrigation,6674.62,40.45,-104.64,1428.0,Maize,sandy clay loams,1.19,https://doi.org/10.1016/j.agwat.2012.04.004,2025-11-26 13:34:10,9.0
2880,Deficit/Partial Irrigation,3820.12,40.45,-104.64,1428.0,Maize,sandy clay loams,1.15,https://doi.org/10.1016/j.agwat.2012.04.004,2025-11-26 13:34:10,9.0
2881,Evapotranspiration-Based,7056.2,40.45,-104.64,1428.0,Maize,sandy clay loams,1.12,https://doi.org/10.1016/j.agwat.2012.04.004,2025-11-26 13:34:10,9.0
2882,Deficit/Partial Irrigation,6068.14,40.45,-104.64,1428.0,Maize,sandy clay loams,1.12,https://doi.org/10.1016/j.agwat.2012.04.004,2025-11-26 13:34:10,9.0
2883,Deficit/Partial Irrigation,3480.56,40.45,-104.64,1428.0,Maize,sandy clay loams,1.23,https://doi.org/10.1016/j.agwat.2012.04.004,2025-11-26 13:34:10,9.0
2907,Conventional/Fixed Scheduling,2992.86,32.0,53.0,1510.0,Wheat,clay,8.594532012939453,https://doi.org/10.1016/j.agwat.2014.05.018,2025-11-26 14:04:47,8.0
2908,Specialized Irrigation Delivery,3591.44,32.0,53.0,1510.0,Wheat,clay,8.594532012939453,https://doi.org/10.1016/j.agwat.2014.05.018,2025-11-26 14:04:47,8.0
2909,Specialized Irrigation Delivery,3160.46,32.0,53.0,1510.0,Wheat,clay,8.594532012939453,https://doi.org/10.1016/j.agwat.2014.05.018,2025-11-26 14:04:47,8.0
2910,Conventional/Fixed Scheduling,55884.47,32.0,53.0,1510.0,Maize,clay,10.740839958190918,https://doi.org/10.1016/j.agwat.2014.05.018,2025-11-26 14:04:47,8.0
2911,Specialized Irrigation Delivery,64084.8,32.0,53.0,1510.0,Maize,clay,10.740839958190918,https://doi.org/10.1016/j.agwat.2014.05.018,2025-11-26 14:04:47,8.0
2912,Specialized Irrigation Delivery,57884.63,32.0,53.0,1510.0,Maize,clay,10.740839958190918,https://doi.org/10.1016/j.agwat.2014.05.018,2025-11-26 14:04:47,8.0
2913,Conventional/Fixed Scheduling,4469.33,32.0,53.0,1510.0,Wheat,clay,8.594532012939453,https://doi.org/10.1016/j.agwat.2014.05.018,2025-11-26 14:04:47,8.0
2914,Specialized Irrigation Delivery,6480.53,32.0,53.0,1510.0,Wheat,clay,8.594532012939453,https://doi.org/10.1016/j.agwat.2014.05.018,2025-11-26 14:04:47,8.0
2915,Specialized Irrigation Delivery,5452.59,32.0,53.0,1510.0,Wheat,clay,8.594532012939453,https://doi.org/10.1016/j.agwat.2014.05.018,2025-11-26 14:04:47,8.0
2916,Conventional/Fixed Scheduling,64773.93,32.0,53.0,1510.0,Vegetables,clay,10.740839958190918,https://doi.org/10.1016/j.agwat.2014.05.018,2025-11-26 14:04:47,8.0
2917,Specialized Irrigation Delivery,77728.71,32.0,53.0,1510.0,Vegetables,clay,10.740839958190918,https://doi.org/10.1016/j.agwat.2014.05.018,2025-11-26 14:04:47,8.0
2928,Conventional/Fixed Scheduling,12328.644149999998,9.1,37.15,1590.0,Vegetables,sandy clay loams,1.89,https://doi.org/10.3329/ijarit.v11i1.54471,2025-11-26 14:12:42,8.0
2929,Conventional/Fixed Scheduling,13562.415749999998,9.1,37.15,1590.0,Vegetables,sandy clay loams,2.08,https://doi.org/10.3329/ijarit.v11i1.54471,2025-11-26 14:12:42,8.0
2930,Conventional/Fixed Scheduling,17789.897849999998,9.1,37.15,1590.0,Vegetables,sandy clay loams,2.36,https://doi.org/10.3329/ijarit.v11i1.54471,2025-11-26 14:12:42,8.0
2931,Conventional/Fixed Scheduling,13380.978749999998,9.1,37.15,1590.0,Vegetables,sandy clay loams,2.06,https://doi.org/10.3329/ijarit.v11i1.54471,2025-11-26 14:12:42,8.0
2932,Conventional/Fixed Scheduling,14478.6726,9.1,37.15,1590.0,Vegetables,sandy clay loams,2.23,https://doi.org/10.3329/ijarit.v11i1.54471,2025-11-26 14:12:42,8.0
2933,Deficit/Partial Irrigation,16200.0,33.333333333333336,36.43333333333333,600.0,Vegetables,sandy clay loams,2.88,https://doi.org/10.1016/j.agwat.2004.08.002,2025-11-26 14:13:29,9.0
2934,Deficit/Partial Irrigation,9800.0,33.333333333333336,36.43333333333333,600.0,Vegetables,sandy clay loams,1.14,https://doi.org/10.1016/j.agwat.2004.08.002,2025-11-26 14:13:29,9.0
2935,Evapotranspiration-Based,23700.0,33.333333333333336,36.43333333333333,600.0,Vegetables,sandy clay loams,1.9,https://doi.org/10.1016/j.agwat.2004.08.002,2025-11-26 14:13:29,9.0
2936,Deficit/Partial Irrigation,16200.0,33.333333333333336,36.43333333333333,600.0,Vegetables,sandy clay loams,2.88,https://doi.org/10.1016/j.agwat.2004.08.002,2025-11-26 14:13:29,9.0
2937,Deficit/Partial Irrigation,9800.0,33.333333333333336,36.43333333333333,600.0,Vegetables,sandy clay loams,1.14,https://doi.org/10.1016/j.agwat.2004.08.002,2025-11-26 14:13:29,9.0
2938,Evapotranspiration-Based,23700.0,33.333333333333336,36.43333333333333,600.0,Vegetables,sandy clay loams,1.9,https://doi.org/10.1016/j.agwat.2004.08.002,2025-11-26 14:13:29,9.0
2944,Specialized Irrigation Delivery,54158.9445,47.2854191,-119.3333596,354.0,Vegetables,sandy clay loams,16.027297973632812,https://doi.org/10.1017/S0014479714000234,2025-11-26 14:21:31,9.0
2945,Specialized Irrigation Delivery,55882.596,47.2854191,-119.3333596,354.0,Vegetables,silt loams,16.027297973632812,https://doi.org/10.1017/S0014479714000234,2025-11-26 14:21:31,9.0
2970,Plant or Climate-Based,58331.9955,33.47055555555556,119.986111,2.0,Vegetables,silt loams,31.6,https://doi.org/10.1016/j.scienta.2015.06.028,2025-11-26 15:02:55,9.0
2971,Plant or Climate-Based,88722.693,33.47055555555556,119.986111,2.0,Vegetables,silt loams,57.3,https://doi.org/10.1016/j.scienta.2015.06.028,2025-11-26 15:02:55,9.0
2972,Plant or Climate-Based,72756.237,33.47055555555556,119.986111,2.0,Vegetables,silt loams,43.2,https://doi.org/10.1016/j.scienta.2015.06.028,2025-11-26 15:02:55,9.0
2973,Plant or Climate-Based,80467.3095,33.47055555555556,119.986111,2.0,Vegetables,silt loams,51.3,https://doi.org/10.1016/j.scienta.2015.06.028,2025-11-26 15:02:55,9.0
2974,Plant or Climate-Based,61053.55049999999,33.47055555555556,119.986111,2.0,Vegetables,silt loams,32.5,https://doi.org/10.1016/j.scienta.2015.06.028,2025-11-26 15:02:55,9.0
2975,Plant or Climate-Based,81011.62049999999,33.47055555555556,119.986111,2.0,Vegetables,silt loams,42.4,https://doi.org/10.1016/j.scienta.2015.06.028,2025-11-26 15:02:55,9.0
2976,Plant or Climate-Based,87361.91549999999,33.47055555555556,119.986111,2.0,Vegetables,silt loams,36.7,https://doi.org/10.1016/j.scienta.2015.06.028,2025-11-26 15:02:55,9.0
2977,Plant or Climate-Based,101060.409,33.47055555555556,119.986111,2.0,Vegetables,silt loams,24.7,https://doi.org/10.1016/j.scienta.2015.06.028,2025-11-26 15:02:55,9.0
3001,Deficit/Partial Irrigation,13335.6195,37.2833,-6.05,30.0,Perennials,sandy loams,5.1,https://doi.org/10.3390/agronomy10020258,2025-11-26 15:19:48,8.0
3002,Deficit/Partial Irrigation,11067.657,37.2833,-6.05,30.0,Perennials,sandy loams,5.0,https://doi.org/10.3390/agronomy10020258,2025-11-26 15:19:48,8.0
3003,Evapotranspiration-Based,10886.22,37.2833,-6.05,30.0,Perennials,sandy loams,8.3,https://doi.org/10.3390/agronomy10020258,2025-11-26 15:19:48,8.0
3004,Deficit/Partial Irrigation,453.5925,37.2833,-6.05,30.0,Perennials,sandy loams,0.1,https://doi.org/10.3390/agronomy10020258,2025-11-26 15:19:48,8.0
3005,Deficit/Partial Irrigation,362.874,37.2833,-6.05,30.0,Perennials,sandy loams,0.1,https://doi.org/10.3390/agronomy10020258,2025-11-26 15:19:48,8.0
3006,Evapotranspiration-Based,181.437,37.2833,-6.05,30.0,Perennials,sandy loams,0.1,https://doi.org/10.3390/agronomy10020258,2025-11-26 15:19:48,8.0
3007,Deficit/Partial Irrigation,15422.145,37.2833,-6.05,30.0,Perennials,sandy loams,5.3,https://doi.org/10.3390/agronomy10020258,2025-11-26 15:19:48,8.0
3008,Deficit/Partial Irrigation,14605.6785,37.2833,-6.05,30.0,Perennials,sandy loams,5.5,https://doi.org/10.3390/agronomy10020258,2025-11-26 15:19:48,8.0
